,freq_items,frequency
3625,'283'  '721'  '790'  '885',300
3626,'283'  '721',315
3627,'283'  '721'  '885',309
3628,'721'  '885',429
3629,'396'  '561'  '883'  '944',150
3630,'385'  '396'  '561'  '883'  '944',145
3631,'385'  '396'  '883'  '944',155
3632,'396'  '561'  '944',163
3633,'385'  '396'  '561'  '944',155
3634,'385'  '396'  '944',166
3635,'385'  '396',180
3636,'385'  '396'  '561',166
3637,'396'  '561'  '883',163
3638,'385'  '396'  '561'  '883',156
3639,'385'  '396'  '883',166
3640,'396'  '561',181
3641,'396'  '438'  '470',193
3642,'396'  '438'  '470'  '988',183
3643,'396'  '438'  '470'  '548',177
3644,'396'  '438'  '470'  '548'  '988',170
3645,'396'  '438'  '548'  '988',183
3646,'396'  '438'  '988',201
3647,'396'  '470'  '548',212
3648,'396'  '470'  '548'  '988',203
3649,'396'  '470'  '988',216
3650,'396'  '548',235
3651,'396'  '548'  '988',221
3652,'396'  '988',239
3653,'231'  '25',159
3654,'231'  '390'  '548',158
3655,'231'  '390'  '895',158
3656,'231'  '390'  '548'  '895',152
3657,'231'  '548',174
3658,'231'  '548'  '895',163
3659,'231'  '895',179
3660,'514'  '676',103
3661,'1'  '304'  '514'  '529'  '800',212
3662,'1'  '112'  '514'  '529'  '800',212
3663,'1'  '112'  '304'  '514'  '529'  '800',206
3664,'1'  '112'  '514'  '529',221
3665,'1'  '304'  '514'  '529',221
3666,'1'  '112'  '304'  '514'  '529',215
3667,'1'  '112'  '514'  '800',221
3668,'1'  '112'  '304'  '514'  '800',215
3669,'1'  '304'  '514'  '800',222
3670,'1'  '112'  '514',231
3671,'1'  '112'  '304'  '514',225
3672,'1'  '304'  '514',232
3673,'112'  '514'  '529'  '800',223
3674,'112'  '304'  '514'  '529'  '800',217
3675,'304'  '514'  '529'  '800',224
3676,'112'  '514'  '800',233
3677,'112'  '304'  '514'  '800',226
3678,'304'  '514'  '800',234
3679,'304'  '514',246
3680,'304'  '514'  '529',235
3681,'112'  '514'  '529',233
3682,'112'  '304'  '514'  '529',227
3683,'112'  '304'  '514',237
3684,'514'  '529',249
3685,'421'  '750',149
3686,'750'  '899',149
3687,'421'  '750'  '899',138
3688,'214'  '346'  '750',151
3689,'170'  '214'  '346'  '750',145
3690,'170'  '346'  '750',153
3691,'170'  '750',167
3692,'214'  '750',167
3693,'170'  '214'  '750',157
3694,'509'  '513'  '840'  '97',306
3695,'438'  '509'  '513'  '840'  '97',305
3696,'438'  '509'  '513'  '840',307
3697,'120'  '509'  '513'  '840'  '97',296
3698,'120'  '438'  '509'  '513'  '840'  '97',295
3699,'120'  '438'  '509'  '513'  '840',297
3700,'120'  '509'  '840'  '97',306
3701,'120'  '438'  '509'  '840',306
3702,'120'  '438'  '509'  '840'  '97',304
3703,'438'  '509'  '840',316
3704,'509'  '840'  '97',316
3705,'438'  '509'  '840'  '97',314
3706,'120'  '513'  '840'  '97',307
3707,'120'  '438'  '513'  '840'  '97',306
3708,'120'  '438'  '513'  '840',308
3709,'513'  '840'  '97',318
3710,'438'  '513'  '840'  '97',317
3711,'438'  '513'  '840',319
3712,'120'  '438'  '840',317
3713,'120'  '840'  '97',317
3714,'120'  '438'  '840'  '97',315
3715,'840'  '97',329
3716,'438'  '840',329
3717,'438'  '840'  '97',326
3718,'458'  '531',184
3719,'332'  '48'  '504'  '531'  '563',185
3720,'332'  '48'  '504'  '531'  '563'  '687',182
3721,'332'  '48'  '504'  '531'  '687',188
3722,'332'  '48'  '531'  '563',193
3723,'332'  '48'  '531'  '563'  '687',190
3724,'332'  '48'  '531'  '687',196
3725,'332'  '531'  '563',205
3726,'332'  '531'  '563'  '687',201
3727,'332'  '504'  '531'  '563',197
3728,'332'  '504'  '531'  '563'  '687',193
3729,'332'  '504'  '531'  '687',200
3730,'332'  '531'  '687',208
3731,'48'  '504'  '531'  '563',196
3732,'48'  '504'  '531'  '563'  '687',191
3733,'48'  '531'  '563'  '687',201
3734,'504'  '531'  '563',208
3735,'504'  '531'  '563'  '687',202
3736,'531'  '563'  '687',212
3737,'48'  '504'  '531',205
3738,'48'  '504'  '531'  '687',199
3739,'48'  '531'  '687',209
3740,'504'  '531',222
3741,'504'  '531'  '687',211
3742,'531'  '687',229
3743,'604'  '784',426
3744,'604'  '947',426
3745,'604'  '784'  '947',410
3746,'177'  '604'  '784',406
3747,'177'  '604'  '784'  '947',393
3748,'177'  '604'  '947',408
3749,'216'  '485'  '692'  '798'  '998',233
3750,'216'  '387'  '485'  '798'  '998',233
3751,'216'  '387'  '485'  '692'  '798'  '998',229
3752,'216'  '485'  '692'  '798',243
3753,'216'  '387'  '485'  '692'  '798',239
3754,'216'  '387'  '485'  '798',246
3755,'216'  '409'  '485'  '692'  '789'  '798'  '998',207
3756,'216'  '387'  '409'  '485'  '692'  '789'  '798'  '998',204
3757,'216'  '387'  '409'  '485'  '789'  '798'  '998',208
3758,'216'  '409'  '485'  '692'  '798'  '998',220
3759,'216'  '387'  '409'  '485'  '798'  '998',220
3760,'216'  '387'  '409'  '485'  '692'  '798'  '998',216
3761,'216'  '409'  '485'  '692'  '789'  '798',217
3762,'216'  '387'  '409'  '485'  '692'  '789'  '798',214
3763,'216'  '387'  '409'  '485'  '789'  '798',220
3764,'216'  '409'  '485'  '692'  '798',230
3765,'216'  '387'  '409'  '485'  '692'  '798',226
3766,'216'  '387'  '409'  '485'  '798',232
3767,'216'  '409'  '485'  '692'  '789'  '998',220
3768,'216'  '387'  '409'  '485'  '789'  '998',220
3769,'216'  '387'  '409'  '485'  '692'  '789'  '998',216
3770,'216'  '409'  '485'  '692'  '789',230
3771,'216'  '387'  '409'  '485'  '692'  '789',226
3772,'216'  '387'  '409'  '485'  '789',232
3773,'216'  '387'  '409'  '485'  '998',233
3774,'216'  '387'  '409'  '485'  '692'  '998',229
3775,'216'  '409'  '485'  '692'  '998',234
3776,'216'  '409'  '485'  '692',244
3777,'216'  '387'  '409'  '485'  '692',239
3778,'216'  '387'  '409'  '485',245
3779,'216'  '485'  '692'  '789'  '798',229
3780,'216'  '387'  '485'  '692'  '789'  '798',226
3781,'216'  '387'  '485'  '789'  '798',233
3782,'216'  '485'  '692'  '789'  '798'  '998',219
3783,'216'  '387'  '485'  '692'  '789'  '798'  '998',216
3784,'216'  '387'  '485'  '789'  '798'  '998',220
3785,'216'  '485'  '692'  '789'  '998',233
3786,'216'  '387'  '485'  '789'  '998',233
3787,'216'  '387'  '485'  '692'  '789'  '998',229
3788,'216'  '485'  '692'  '789',243
3789,'216'  '387'  '485'  '692'  '789',239
3790,'216'  '387'  '485'  '789',246
3791,'216'  '387'  '485'  '998',247
3792,'216'  '387'  '485'  '692'  '998',243
3793,'216'  '485'  '692'  '998',248
3794,'216'  '485'  '692',258
3795,'216'  '387'  '485'  '692',253
3796,'216'  '387'  '485',260
3797,'409'  '485'  '692'  '789'  '798'  '998',218
3798,'387'  '409'  '485'  '692'  '789'  '798'  '998',215
3799,'387'  '409'  '485'  '789'  '798'  '998',219
3800,'409'  '485'  '692'  '798'  '998',231
3801,'387'  '409'  '485'  '692'  '798'  '998',227
3802,'387'  '409'  '485'  '798'  '998',232
3803,'485'  '692'  '789'  '798'  '998',233
3804,'387'  '485'  '692'  '789'  '798'  '998',230
3805,'387'  '485'  '789'  '798'  '998',234
3806,'485'  '692'  '798'  '998',247
3807,'387'  '485'  '692'  '798'  '998',243
3808,'387'  '485'  '798'  '998',248
3809,'387'  '409'  '485'  '789'  '998',233
3810,'409'  '485'  '692'  '789'  '998',233
3811,'387'  '409'  '485'  '692'  '789'  '998',229
3812,'485'  '692'  '789'  '998',249
3813,'387'  '485'  '789'  '998',249
3814,'387'  '485'  '692'  '789'  '998',245
3815,'409'  '485'  '692'  '998',247
3816,'387'  '409'  '485'  '998',247
3817,'387'  '409'  '485'  '692'  '998',242
3818,'387'  '485'  '998',264
3819,'485'  '692'  '998',264
3820,'387'  '485'  '692'  '998',259
3821,'409'  '485'  '692'  '789'  '798',229
3822,'387'  '409'  '485'  '692'  '789'  '798',226
3823,'387'  '409'  '485'  '789'  '798',232
3824,'485'  '692'  '789'  '798',244
3825,'387'  '485'  '692'  '789'  '798',241
3826,'387'  '485'  '789'  '798',248
3827,'409'  '485'  '692'  '798',242
3828,'387'  '409'  '485'  '692'  '798',238
3829,'387'  '409'  '485'  '798',245
3830,'485'  '692'  '798',258
3831,'387'  '485'  '692'  '798',254
3832,'387'  '485'  '798',262
3833,'409'  '485'  '692'  '789',246
3834,'387'  '409'  '485'  '789',246
3835,'387'  '409'  '485'  '692'  '789',240
3836,'485'  '692'  '789',262
3837,'387'  '485'  '692'  '789',256
3838,'387'  '485'  '789',263
3839,'387'  '409'  '485',261
3840,'387'  '409'  '485'  '692',253
3841,'387'  '485'  '692',270
3842,'485'  '692',286
3843,'409'  '485'  '692',267
3844,'409'  '485',419
3845,'140'  '258'  '804'  '983',137
3846,'140'  '258'  '804'  '832'  '983',134
3847,'140'  '258'  '832'  '983',139
3848,'140'  '804'  '983',147
3849,'140'  '804'  '832'  '983',142
3850,'140'  '832'  '983',148
3851,'258'  '832'  '983',150
3852,'258'  '804'  '983',150
3853,'258'  '804'  '832'  '983',145
3854,'832'  '983',166
3855,'804'  '832'  '983',156
3856,'110'  '983'  '995',160
3857,'110'  '795'  '983'  '995',156
3858,'110'  '368'  '983'  '995',155
3859,'110'  '368'  '795'  '983'  '995',151
3860,'110'  '368'  '795'  '983',156
3861,'110'  '795'  '983',161
3862,'368'  '983'  '995',169
3863,'368'  '795'  '983'  '995',165
3864,'795'  '983'  '995',172
3865,'795'  '983',185
3866,'368'  '795'  '983',171
3867,'368'  '983',189
3868,'804'  '983',253
3869,'455' ,453
3870,'455'  '752',387
3871,'142'  '594',107
3872,'100'  '142',110
3873,'142'  '682'  '830'  '940',114
3874,'142'  '346'  '682'  '830'  '940',113
3875,'142'  '527'  '682'  '830'  '940',108
3876,'142'  '346'  '527'  '682'  '830'  '940',107
3877,'142'  '346'  '527'  '682'  '830',113
3878,'142'  '346'  '682'  '830',119
3879,'142'  '527'  '830'  '940',117
3880,'142'  '346'  '527'  '830'  '940',115
3881,'142'  '346'  '830'  '940',121
3882,'142'  '527'  '830',124
3883,'142'  '346'  '527'  '830',122
3884,'142'  '346'  '830',128
3885,'142'  '682'  '803'  '830',111
3886,'142'  '682'  '803'  '830'  '940',106
3887,'142'  '346'  '682'  '803'  '830',111
3888,'142'  '346'  '682'  '803'  '830'  '940',106
3889,'142'  '527'  '682'  '803'  '830',106
3890,'142'  '346'  '527'  '682'  '803'  '830',106
3891,'142'  '527'  '682'  '803'  '940',106
3892,'142'  '527'  '682'  '803'  '830'  '940',101
3893,'142'  '346'  '527'  '682'  '803'  '940',106
3894,'142'  '346'  '527'  '682'  '803'  '830'  '940',101
3895,'142'  '346'  '527'  '682'  '803',111
3896,'142'  '682'  '803'  '940',112
3897,'142'  '346'  '682'  '803'  '940',112
3898,'142'  '346'  '682'  '803',117
3899,'142'  '527'  '803'  '830'  '940',110
3900,'142'  '346'  '527'  '803'  '830'  '940',109
3901,'142'  '346'  '803'  '830'  '940',114
3902,'142'  '527'  '803'  '830',116
3903,'142'  '346'  '527'  '803'  '830',115
3904,'142'  '346'  '803'  '830',120
3905,'142'  '527'  '803',123
3906,'142'  '346'  '527'  '803',122
3907,'142'  '527'  '803'  '940',117
3908,'142'  '346'  '527'  '803'  '940',116
3909,'142'  '346'  '803'  '940',122
3910,'142'  '346'  '803',128
3911,'142'  '682'  '940',121
3912,'142'  '346'  '682'  '940',120
3913,'142'  '346'  '940',130
3914,'142'  '527'  '682'  '940',114
3915,'142'  '346'  '527'  '682'  '940',113
3916,'142'  '346'  '527'  '682',119
3917,'142'  '527'  '940',125
3918,'142'  '346'  '527'  '940',123
3919,'142'  '346'  '527',130
3920,'142'  '682',136
3921,'142'  '346'  '682',126
3922,'142'  '529'  '54'  '655',123
3923,'142'  '529'  '54'  '655'  '815',120
3924,'142'  '529'  '54'  '655'  '68',116
3925,'142'  '529'  '54'  '655'  '68'  '815',114
3926,'142'  '54'  '655'  '68'  '815',120
3927,'142'  '54'  '655'  '815',126
3928,'142'  '655'  '68',131
3929,'142'  '655'  '68'  '815',128
3930,'142'  '529'  '655'  '68',124
3931,'142'  '529'  '655'  '68'  '815',122
3932,'142'  '529'  '655'  '815',128
3933,'142'  '655'  '815',134
3934,'142'  '529'  '54'  '593'  '655',118
3935,'142'  '529'  '54'  '593'  '655'  '815',115
3936,'142'  '529'  '54'  '593'  '815',120
3937,'142'  '529'  '54'  '593'  '655'  '68',112
3938,'142'  '529'  '54'  '593'  '655'  '68'  '815',110
3939,'142'  '529'  '54'  '593'  '68'  '815',114
3940,'142'  '54'  '593'  '655'  '68',119
3941,'142'  '54'  '593'  '655'  '68'  '815',116
3942,'142'  '54'  '593'  '68'  '815',120
3943,'142'  '54'  '593'  '655',125
3944,'142'  '54'  '593'  '655'  '815',121
3945,'142'  '54'  '593'  '815',126
3946,'142'  '593'  '655'  '68',126
3947,'142'  '593'  '655'  '68'  '815',123
3948,'142'  '593'  '68'  '815',128
3949,'142'  '529'  '593'  '655'  '68',119
3950,'142'  '529'  '593'  '655'  '68'  '815',117
3951,'142'  '529'  '593'  '68'  '815',122
3952,'142'  '529'  '593'  '655',125
3953,'142'  '529'  '593'  '655'  '815',122
3954,'142'  '529'  '593'  '815',128
3955,'142'  '593'  '655',132
3956,'142'  '593'  '655'  '815',128
3957,'142'  '593'  '815',134
3958,'142'  '529'  '54'  '68',120
3959,'142'  '529'  '54'  '68'  '815',118
3960,'142'  '54'  '68'  '815',124
3961,'142'  '529'  '68',129
3962,'142'  '529'  '68'  '815',127
3963,'142'  '68'  '815',133
3964,'142'  '529'  '54',130
3965,'142'  '529'  '54'  '815',125
3966,'142'  '54'  '815',131
3967,'142'  '346',141
3968,'142'  '815',141
3969,'142'  '529'  '815',135
3970,'142'  '529',155
3971,'40'  '593',107
3972,'40'  '862',108
3973,'120'  '40',109
3974,'40'  '895',111
3975,'361'  '40'  '500',276
3976,'361'  '40'  '477',276
3977,'361'  '40'  '477'  '500',268
3978,'40'  '500',288
3979,'40'  '477'  '500',278
3980,'40'  '477',289
3981,'12'  '15'  '579'  '632'  '795',141
3982,'12'  '15'  '550'  '579'  '632'  '795',137
3983,'12'  '15'  '460'  '579'  '632'  '795',137
3984,'12'  '15'  '460'  '550'  '632'  '795',137
3985,'12'  '15'  '460'  '550'  '579'  '632'  '795',133
3986,'12'  '15'  '550'  '632'  '795',142
3987,'12'  '15'  '460'  '795',148
3988,'12'  '15'  '460'  '550'  '795',144
3989,'12'  '15'  '460'  '579'  '795',144
3990,'12'  '15'  '550'  '579'  '795',144
3991,'12'  '15'  '460'  '550'  '579'  '795',140
3992,'12'  '15'  '550'  '795',149
3993,'15'  '550'  '632'  '795',154
3994,'15'  '550'  '579'  '632'  '795',149
3995,'15'  '579'  '632'  '795',156
3996,'15'  '460'  '550'  '632'  '795',146
3997,'15'  '460'  '550'  '579'  '632'  '795',142
3998,'15'  '460'  '579'  '632'  '795',149
3999,'15'  '460'  '550'  '795',154
4000,'15'  '460'  '550'  '579'  '795',150
4001,'15'  '460'  '579'  '795',157
4002,'15'  '550'  '795',162
4003,'15'  '550'  '579'  '795',157
4004,'15'  '579'  '795',165
4005,'15'  '487'  '494'  '883',158
4006,'15'  '335'  '487'  '494'  '883',157
4007,'15'  '335'  '487'  '883',160
4008,'15'  '494'  '883',165
4009,'15'  '335'  '494'  '883',162
4010,'15'  '335'  '883',165
4011,'12'  '15'  '460'  '550'  '632',149
4012,'12'  '15'  '460'  '550'  '579'  '632',144
4013,'12'  '15'  '460'  '579'  '632',150
4014,'12'  '15'  '579'  '632',156
4015,'12'  '15'  '550'  '632',156
4016,'12'  '15'  '550'  '579'  '632',150
4017,'12'  '15'  '550',165
4018,'12'  '15'  '460',165
4019,'12'  '15'  '460'  '550',158
4020,'12'  '15'  '460'  '579',159
4021,'12'  '15'  '550'  '579',159
4022,'12'  '15'  '460'  '550'  '579',153
4023,'15'  '335'  '487',171
4024,'15'  '335'  '487'  '494',168
4025,'15'  '335'  '494',174
4026,'15'  '487',179
4027,'15'  '487'  '494',169
4028,'15'  '460'  '550'  '632',161
4029,'15'  '460'  '550'  '579'  '632',155
4030,'15'  '460'  '579'  '632',164
4031,'15'  '550'  '632',172
4032,'15'  '550'  '579'  '632',165
4033,'15'  '579'  '632',174
4034,'15'  '460'  '550',171
4035,'15'  '460'  '550'  '579',165
4036,'15'  '550'  '579',176
4037,'15'  '494',186
4038,'15'  '460',187
4039,'15'  '460'  '579',174
4040,'15'  '579',189
4041,'294'  '603',107
4042,'350'  '381'  '603',100
4043,'350'  '603'  '682',101
4044,'381'  '603',115
4045,'603'  '682',119
4046,'510'  '603'  '684'  '961',289
4047,'510'  '603'  '684'  '73'  '961',279
4048,'510'  '603'  '73'  '961',292
4049,'510'  '603'  '684',305
4050,'510'  '603'  '684'  '73',293
4051,'510'  '603'  '73',306
4052,'603'  '684'  '961',309
4053,'603'  '684'  '73'  '961',299
4054,'603'  '73'  '961',315
4055,'603'  '684',327
4056,'603'  '684'  '73',313
4057,'603'  '73',331
4058,'75'  '849',103
4059,'529'  '594'  '809'  '849',109
4060,'447'  '594'  '809'  '849',109
4061,'447'  '529'  '594'  '809'  '849',107
4062,'529'  '809'  '849',114
4063,'447'  '529'  '809'  '849',111
4064,'447'  '809'  '849',114
4065,'447'  '594'  '849',116
4066,'447'  '529'  '594'  '849',114
4067,'529'  '594'  '849',118
4068,'447'  '849',123
4069,'447'  '529'  '849',119
4070,'529'  '849',140
4071,'298'  '849',227
4072,'298'  '318'  '849',218
4073,'132'  '318'  '849',213
4074,'132'  '298'  '318'  '849',207
4075,'132'  '298'  '849',215
4076,'318'  '849',230
4077,'141'  '290'  '477',122
4078,'141'  '290'  '477'  '684',119
4079,'141'  '290'  '684',127
4080,'141'  '477',136
4081,'141'  '477'  '684',125
4082,'141'  '489'  '540',132
4083,'141'  '489'  '540'  '682',126
4084,'141'  '540'  '682',136
4085,'141'  '682',153
4086,'141'  '489'  '682',134
4087,'141'  '489',155
4088,'141'  '684',211
4089,'132'  '39'  '562'  '906',276
4090,'132'  '39'  '562'  '633'  '906',266
4091,'132'  '181'  '39'  '562'  '906',263
4092,'132'  '181'  '39'  '562'  '633'  '906',255
4093,'132'  '181'  '562'  '633'  '906',268
4094,'132'  '562'  '633'  '906',279
4095,'12'  '132'  '39'  '562'  '906',263
4096,'12'  '132'  '39'  '562'  '633'  '906',254
4097,'12'  '132'  '181'  '39'  '562'  '906',251
4098,'12'  '132'  '181'  '39'  '562'  '633'  '906',244
4099,'12'  '132'  '181'  '562'  '633'  '906',256
4100,'12'  '132'  '562'  '633'  '906',266
4101,'12'  '132'  '181'  '39'  '562',263
4102,'12'  '132'  '181'  '39'  '562'  '633',253
4103,'12'  '132'  '39'  '562'  '633',264
4104,'12'  '132'  '181'  '562',277
4105,'12'  '132'  '181'  '562'  '633',267
4106,'12'  '132'  '562'  '633',278
4107,'132'  '181'  '39'  '562',277
4108,'132'  '181'  '39'  '562'  '633',266
4109,'132'  '39'  '562'  '633',278
4110,'132'  '181'  '562',292
4111,'132'  '181'  '562'  '633',281
4112,'132'  '562'  '633',293
4113,'181'  '562'  '906',292
4114,'181'  '562'  '633'  '906',282
4115,'12'  '181'  '562'  '906',278
4116,'12'  '181'  '562'  '633'  '906',269
4117,'12'  '562'  '633'  '906',280
4118,'562'  '633'  '906',294
4119,'12'  '181'  '39'  '562'  '906',262
4120,'12'  '181'  '39'  '562'  '633'  '906',254
4121,'181'  '39'  '562'  '633'  '906',266
4122,'12'  '39'  '562'  '906',276
4123,'12'  '39'  '562'  '633'  '906',265
4124,'39'  '562'  '633'  '906',278
4125,'39'  '562'  '633',292
4126,'181'  '39'  '562',292
4127,'181'  '39'  '562'  '633',279
4128,'12'  '181'  '39'  '562',277
4129,'12'  '39'  '562'  '633',277
4130,'12'  '181'  '39'  '562'  '633',265
4131,'12'  '562'  '633',294
4132,'12'  '181'  '562'  '633',282
4133,'181'  '562'  '633',297
4134,'181'  '562',313
4135,'12'  '181'  '562',295
4136,'12'  '562',314
4137,'602'  '778',107
4138,'349'  '602'  '744',148
4139,'349'  '602'  '744'  '888',143
4140,'349'  '602'  '888',149
4141,'602'  '744',161
4142,'602'  '744'  '888',147
4143,'602'  '888',191
4144,'401'  '419'  '460'  '777',142
4145,'381'  '401'  '419'  '460'  '777',136
4146,'381'  '401'  '460'  '777',143
4147,'419'  '460'  '777',150
4148,'381'  '460'  '777',150
4149,'381'  '419'  '460'  '777',143
4150,'401'  '419'  '777',154
4151,'381'  '401'  '419'  '777',146
4152,'381'  '401'  '777',155
4153,'419'  '777',170
4154,'381'  '419'  '777',155
4155,'381'  '777',257
4156,'610'  '800',110
4157,'610'  '722',254
4158,'459'  '701'  '921',398
4159,'459'  '675'  '701'  '921',379
4160,'459'  '675'  '921',405
4161,'459'  '701',431
4162,'459'  '675'  '701',407
4163,'459'  '675',433
4164,'529'  '54'  '593'  '655'  '68',116
4165,'529'  '54'  '593'  '655'  '68'  '815',114
4166,'529'  '54'  '655'  '68'  '815',119
4167,'54'  '593'  '655'  '68',124
4168,'54'  '593'  '655'  '68'  '815',120
4169,'54'  '655'  '68'  '815',125
4170,'529'  '593'  '655'  '68',124
4171,'529'  '593'  '655'  '68'  '815',122
4172,'529'  '655'  '68'  '815',128
4173,'593'  '655'  '68',132
4174,'593'  '655'  '68'  '815',128
4175,'655'  '68'  '815',134
4176,'529'  '54'  '593'  '655',123
4177,'529'  '54'  '593'  '655'  '815',119
4178,'529'  '54'  '655'  '815',125
4179,'54'  '593'  '655',131
4180,'54'  '655'  '815',131
4181,'54'  '593'  '655'  '815',125
4182,'529'  '593'  '655',132
4183,'529'  '593'  '655'  '815',127
4184,'593'  '655'  '815',133
4185,'655'  '828',146
4186,'120'  '655'  '828',135
4187,'120'  '655',153
4188,'655'  '815',158
4189,'529'  '655'  '815',150
4190,'529'  '655',173
4191,'299'  '413'  '634'  '783'  '837',284
4192,'276'  '299'  '413'  '634'  '783'  '837',282
4193,'276'  '299'  '634'  '783'  '837',290
4194,'413'  '634'  '783'  '837',294
4195,'276'  '413'  '634'  '783'  '837',291
4196,'276'  '634'  '783'  '837',300
4197,'299'  '413'  '783'  '837',299
4198,'276'  '299'  '413'  '783'  '837',295
4199,'276'  '299'  '783'  '837',303
4200,'413'  '783'  '837',310
4201,'276'  '413'  '783'  '837',305
4202,'276'  '783'  '837',315
4203,'299'  '634'  '783',316
4204,'276'  '299'  '634'  '783',310
4205,'299'  '413'  '634'  '783',305
4206,'276'  '299'  '413'  '634'  '783',301
4207,'276'  '413'  '634'  '783',311
4208,'276'  '634'  '783',321
4209,'299'  '413'  '783',321
4210,'276'  '299'  '413'  '783',315
4211,'276'  '299'  '783',324
4212,'413'  '783',338
4213,'276'  '413'  '783',326
4214,'276'  '783',341
4215,'192'  '520'  '720'  '722'  '918',100
4216,'520'  '720'  '722'  '918'  '948',102
4217,'192'  '520'  '722'  '798'  '918',102
4218,'520'  '722'  '798'  '918'  '948',103
4219,'192'  '520'  '722'  '918',107
